thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,aaron1717,depends on how long u hold... and what pricing u going in.... denai alam was already quite sometime... the growth will be quite stagnant... but location wise slightly better than elmina... elmina still very new and with a good masterplan... the appreciation for a good township will always garner good growth.... as for denai alam... their township seems not progressing after all these while....,"Dec 23 2016, 05:17 AM"
Elmina by Sime Darby v2,aaron1717,actually look at your priority.... if staying landed at this pricing is not your priority... better just stick to matured area... see whether are u the type who willing to drive be it short distance or long distance....,"Dec 23 2016, 09:07 AM"
Elmina by Sime Darby v2,LDP,How about elmina ? Im sure the situation at elmina is d same with denai... no tenant with empty houses...,"Dec 23 2016, 09:10 AM"
Elmina by Sime Darby v2,LDP,Elmina wont hv Mrt...Denai is also a planned township,"Dec 23 2016, 11:25 AM"
Elmina by Sime Darby v2,TSjeghui,"Thing is though, Denai Alam IS part of Elmina now","Dec 23 2016, 11:37 AM"
Elmina by Sime Darby v2,iphonegizmo,which better township /location .. Elmina Vs. SETIA ECOHILL 1 /2?,"Dec 23 2016, 01:57 PM"
Elmina by Sime Darby v2,mikazzz,Are there any units still available for Elmina?,"Dec 23 2016, 10:32 PM"
Elmina by Sime Darby v2,iphonegizmo,yes those left overs..900K to 1.3 mil units,"Dec 24 2016, 12:09 AM"
Elmina by Sime Darby v2,LDP,"[quote=mikazzz,Dec 19 2016, 01:44 AM]Are there any units still available for Elmina?Theres still area that are still undeveloped in elmina. Market is bad so launches will slow down .. only question is price","Dec 25 2016, 03:35 PM"
Elmina by Sime Darby v2,lanrambai,Extensive site clearance is now on going in EG1..hopefully it will not use the same entrance as Saujana Utama.,"Dec 25 2016, 04:14 PM"
Elmina by Sime Darby v2,lanrambai,There are a lot of subsale units available. You will be treated as king if you want one hahaha.,"Dec 26 2016, 08:08 AM"
Elmina by Sime Darby v2,mikazzz,haha i assume the subsale price will exceed 1mil then?,"Dec 26 2016, 11:13 AM"
Elmina by Sime Darby v2,zerol410,hoping the same too... but doubt it.,"Dec 26 2016, 03:20 PM"
Elmina by Sime Darby v2,lanrambai,No lah.... so many unit that you can choose and pick... thats why you will be treated as king.,"Dec 26 2016, 03:41 PM"
Elmina by Sime Darby v2,angeling79,"Hi guys,just wish to know your opinion if were to compare EV4 to EV3 - for the corner unit vs end-lot unit. price is more or less the same, but one is located on a higher ground, and one is lower. i can't seem to decide which phase is better. see my comparison below,EV3 Endlot 24x75- big built-up, nicer design with inner courtyard- located higher ground- better view - overlooking the reserved forest and subang dam- windy- red brick walls on fencingE4 Corner 24x75- lower ground- smaller built-up- design wise - without inner courtyard- lesser red bricks wall","Dec 26 2016, 04:29 PM"
Elmina by Sime Darby v2,easywin3,"Look like you already provide answer to yourself.big build up with higher ground and better view, why not ?","Dec 26 2016, 08:57 PM"
Elmina by Sime Darby v2,angeling79,"Opps, kinda. but i forgot to mention the downside of EV3EV3 Endlot 24x75- potentially closed by the Indian temple, and a future mosque that will build behind the Watertank - a distance away. they've allocated kind of big piece of land next to Petronas.","Dec 26 2016, 10:21 PM"
Elmina by Sime Darby v2,lemina,higher chances of getting struck by lightning?,"Dec 27 2016, 12:02 AM"
Elmina by Sime Darby v2,angeling79,,"Dec 27 2016, 08:49 AM"
Elmina by Sime Darby v2,BRE,"I will go for d higher ground unit, more glamour n prestigious!","Dec 27 2016, 09:33 AM"
Elmina by Sime Darby v2,angeling79,"haha, thanks for your honest feedback","Dec 27 2016, 09:33 AM"
Elmina by Sime Darby v2,klangvalleyrookie,Hehe... prefer EV4 for its location & layout.,"Dec 27 2016, 10:15 AM"
Elmina by Sime Darby v2,kiwimon,"I like the inner courtyard idea, but end up buying EV4 Endlot for it being nearer to the forest reserved. But seems like everything you list out for EV3 is pro compare to EV4.","Dec 27 2016, 10:59 AM"
Elmina by Sime Darby v2,easywin3,Do you mean water tank beside EV1 ? or there is another one nearby EV3 ?,"Dec 27 2016, 09:01 PM"
Elmina by Sime Darby v2,angeling79,"thats true. despite the downside of EV3 is being a little closer to the indian temple, as well the 'unknown future development' reserved land plus the water tank. other than that. it all seems pretty good. EV3, the house design layout is slightly different. as well no inner courtyard and is sitting on a lower ground compare to EV3. just my personal opinion.","Dec 27 2016, 10:52 PM"
Elmina by Sime Darby v2,angeling79,there's another Water tank seated on the higher ground - next to bukit subang area.,"Jan 3 2017, 11:00 AM"
Elmina by Sime Darby v2,TSjeghui,Elmina hands down,"Jan 3 2017, 11:12 AM"
Elmina by Sime Darby v2,BEANCOUNTER,Depends on where u ask tis question.In elmina thread....of course elminaIn setia ecohill thread ....of course setia ecohill.,"Jan 3 2017, 12:25 PM"
Elmina by Sime Darby v2,TSjeghui,Not really.There are many prop investors here who did research,"Jan 10 2017, 03:33 AM"
Elmina by Sime Darby v2,Kyx,How is their price?,"Jan 15 2017, 04:57 AM"
Elmina by Sime Darby v2,angeling79,around rm1.2-1.3,"Jan 15 2017, 01:49 PM"
Elmina by Sime Darby v2,aaron1717,u should travel to each location and ask yourself which is better location for u... lol... as at current situation... elmina hands down better than semenyih...,"Jan 16 2017, 12:31 AM"
Elmina by Sime Darby v2,Kyx,How about their intermediate houses?,"Jan 16 2017, 08:53 AM"
Elmina by Sime Darby v2,iphonegizmo,elmina still quite far along hwy to USJ area ..approx 15-20 mins if drive 90km .. wow still FAR... lelbtw also far to the SJKC SUBANG primary school.. (one chinese there only)shame on malaysia! more malay school is 10 to 1 ratio,"Jan 16 2017, 09:12 AM"
Elmina by Sime Darby v2,silentsunami,Please don't buy here,"Jan 16 2017, 09:57 AM"
Elmina by Sime Darby v2,BEANCOUNTER,Not malay school.They are national schools.,"Jan 16 2017, 10:21 AM"
Elmina by Sime Darby v2,BEANCOUNTER,Again for someone that bought next next next to elmina...of course tis part of the world is bestest.What is so bestest about elmina???? Cari makan pun susah...not to say got good commercial and retails.,"Jan 16 2017, 11:02 AM"
Elmina by Sime Darby v2,aaron1717,haha.... same applies to those who feel semenyih rawang is the bestest... i also dont und ada apa best... so my view is based on current situation... anyway... the place u preferred also doesnt mean sume orang will like kan,"Jan 16 2017, 03:13 PM"
Elmina by Sime Darby v2,aaron1717,well... u compared with semenyih... of course i will say here is better... if u wanna talk about distance relatively... just go and hunt kl area properties k... pls tell me how great kl area is when jalan ampang GE mall to klcc no need 15 mins with less than 2km distance during most of the time except after 9pm and before 8am...,"Jan 16 2017, 03:27 PM"
Elmina by Sime Darby v2,Kayrol25,reason? any suggestion for own stay,"Jan 16 2017, 05:16 PM"
Elmina by Sime Darby v2,aaron1717,he is being sarcastic to that forummer la... hahaha.... don so serious...,"Jan 16 2017, 05:20 PM"
Elmina by Sime Darby v2,silentsunami,Hahaha.... Aaron kor really understand me....wakakaka,"Jan 16 2017, 07:47 PM"
Elmina by Sime Darby v2,TSjeghui,I hope to God you don't become my neighbour in Elmina.,"Jan 16 2017, 08:07 PM"
Elmina by Sime Darby v2,wayne84,i am staying in denai alam now.. i felt either denai alam or elmina is a great place for own stay. not congested like some area i stay before- puchong or cheras ..u wont know how good is the place until u stay here. nice green surrounding plus cleaner air. easy access as just along guthrie..dash highway otw,"Jan 16 2017, 10:05 PM"
Elmina by Sime Darby v2,qwerty223,He might thinks the same,"Jan 16 2017, 10:14 PM"
Elmina by Sime Darby v2,cwyan,"You are a investor who are not staying in Elmina, the main reason you purchase is because of investment and push up the price. He stay there or not, I didn't see any impact to you.","Jan 17 2017, 12:54 AM"
Elmina by Sime Darby v2,goks,"That's what my retired parents thought when they moved into a property in bandar botanic. It's was a long highway ride but no jams back in 2005-2008. Then hoards of developers story building along Shah Alam and now it's a bloody nightmare to drive up and down kesas. Moral of the story, enjoy the quietness and jam free lifestyle until our local councils allow over development. 😀","Jan 17 2017, 10:24 AM"
Elmina by Sime Darby v2,LDP,Very true...same everywhere,"Jan 17 2017, 10:53 AM"
Elmina by Sime Darby v2,Nymphetamine666,"Elmina is a good place to stay. Initially, i target to buy here, but at that time no bullet yet. Elmina really quite and no jam... people kept complaining, far far far, not far la wei, u feel far because less commercial in that area.For me, the Space U8 and the Star Avenue mall is enough already. Really decent mall and not too havoc.My 2cent only.","Jan 18 2017, 03:33 PM"
Elmina by Sime Darby v2,sk2000,"By distance, Elmina & Denai Alam are not that far to PJ & KL compare with setia alam but SD didn't build this township as fast as SPS. Setia alam residents have already enjoying Tenby Int Sch, Setia City Mall, Convention Centre etc.... but Elmina still long way to go. Even the maintenance of road side landscape are not as good as SPS.SD really need improvement in order to attract more peoples buying into their township.","Jan 21 2017, 10:29 PM"
Elmina by Sime Darby v2,chiahau,"No showroom, SA macam a little arrogant as wellJust told me only 2% rebate for Phase 4 / no rebate for other phase. If want take, don't want go Balik rumah","Jan 23 2017, 01:04 PM"
Elmina by Sime Darby v2,wayne84,"yeap true, same everywher as country population increasing. but luckily SD idea taking long way to built a township..Last friday night i been to setia alam for meeting with my fren, guess what happen after the heavy rain? water flooded everywher at setia alam along with bukit raja, that place seems like over developed with no better drainage system and i drive almost 2and half hours to reach there from 7pm. Setia alam used to be one of my choice before i move here..but seems i love here compare to fast developing arealike setia alam..","Jan 23 2017, 02:09 PM"
Elmina by Sime Darby v2,TSjeghui,And you are....?,"Jan 24 2017, 01:21 PM"
Elmina by Sime Darby v2,iphonegizmo,setia alam floods.. free swimming pools niceif not mistake the township is next to the largest cemetery at north.,"Jan 24 2017, 03:40 PM"
Elmina by Sime Darby v2,kiwimon,I feel you bro. I spend so much but don't even have a bottle of mineral water when i wait for my sales assistant. Not asking red carpet treatment but i think their service got to improve.,"Jan 24 2017, 05:21 PM"
Elmina by Sime Darby v2,swn525,"agreed with your less commercial area therecan consider go AEON shah alam, Tesco shopping, about 16km, no jambut i always go 1U","Jan 25 2017, 08:39 AM"
Elmina by Sime Darby v2,ykit_88,What route do you usually take to 1U? And the travel duration?,"Jan 25 2017, 08:41 AM"
Elmina by Sime Darby v2,chiahau,"Yeap, no need red carpet but at least basic mannerism and courtesy is expected when you are asking people to spend 1M on their hard earned loanWas quite excited to view Elmina, went home disappointed.","Jan 27 2017, 09:14 AM"
Elmina by Sime Darby v2,swn525,"use Wazenormally i take the bottom one, longest distance, pay toll, but fast & no jam, 35 minstop & middle short distance, but traffic light slow me down","Jan 27 2017, 10:42 AM"
Elmina by Sime Darby v2,LDP,Anyone from SDP reading this forum ?,"Jan 27 2017, 11:20 AM"
Elmina by Sime Darby v2,cwyan,I am for own use.,"Jan 27 2017, 01:43 PM"
Elmina by Sime Darby v2,zerol410,2,"Jan 27 2017, 02:01 PM"
Elmina by Sime Darby v2,elmond,"coming highrise at bukit subangMBSA/OSC/KM(DO)/SEK.U16/0001/2017 : CADANGAN MEMBINA 2 BLOK 31 TINGKAT (414 UNIT) PANGSAPURI PERKHIDMATAN YANG MENGANDUNGI: BLOK A-25 TINGKAT 216 UNIT PANGSAPURI PERKHIDMATAN (DI ARAS 6-ARAS 30), BLOK B-23 TINGKAT 198 UNIT PANGSAPURI PERKHIDMATAN (DI ARAS 8-ARAS 30), 6 TINGKAT TEMPAT LETAK KERETA (DI ARAS BAWAH-ARAS 5), 2 TINGKAT KEMUDAHAN AWAM DAN REKREASI (DI ARAS BAWAH & ARAS 6), 1 UNIT KEBUK SAMPAH BERPUSAT (DI ARAS BAWAH), 1 UNIT PONDOK PENGAWAL (DI ARAS BAWAH) DI ATAS LOT : NO. 6 (LOT 11518, PERSIARAN METAFASA, SEKSYEN :U16, 40150 SHAH ALAM, SELANGOR DARUL EHSAN. oleh MUN YICK REALTY SDN. BHD. di Majlis Bandaraya Shah Alam","Jan 29 2017, 08:24 AM"
Elmina by Sime Darby v2,lemina,next to the petronas petrol station?,"Feb 1 2017, 06:05 PM"
Elmina by Sime Darby v2,meteoraniac,"travel to 1u from denai, fastest is using old subang airport road, cut thru ara, then masuk riana green to KD area then u turn into 1u at persiaran suriacan avoid jam on ldp and tolls on nkve","Feb 1 2017, 06:21 PM"
Elmina by Sime Darby v2,taiping...,Parking,"Feb 3 2017, 11:33 AM"
Elmina by Sime Darby v2,Invince_Z,true. give it 5+ years more.,"Feb 3 2017, 01:30 PM"
Elmina by Sime Darby v2,adnantarmizi,Any Elmina Valley phase 3 buyer here started to pay monthly interest?,"Feb 3 2017, 02:45 PM"
Elmina by Sime Darby v2,silentkiller114,UPDATE 15/1/2017The nearest i can get. Got Guard,"Feb 4 2017, 02:37 PM"
Elmina by Sime Darby v2,Nymphetamine666,Thanks for the photo. The red brick is some kind like patches to the concrete. I thought its a real red brick like Alam budiman at U10.But still beautiful..,"Feb 4 2017, 02:55 PM"
Elmina by Sime Darby v2,kochin,cantik!,"Feb 4 2017, 05:59 PM"
Elmina by Sime Darby v2,lemina,nice progress. anyone has a drone? can send it in to take pics,"Feb 4 2017, 06:39 PM"
Elmina by Sime Darby v2,redalert,thanks for the photos...anybody got photo for Phase 1?,"Feb 11 2017, 02:25 AM"
Elmina by Sime Darby v2,rookienyc,Nice!!!,"Feb 11 2017, 12:52 PM"
Elmina by Sime Darby v2,adnantarmizi,Photo for phase 3 please . Any buyer for phase 3 here? U guys started to pay progress interest?,"Feb 22 2017, 10:32 AM"
Elmina by Sime Darby v2,utellme,"Don't be so happy 1st, after VP then give your comments here. I've done third round defects repairs on my property at EG. leaking leaking and leaking...., sub Contractor just use paint temporary to covered up.","Feb 22 2017, 11:59 AM"
Elmina by Sime Darby v2,aaron1717,SDB standard also like this? their pricing expecting premium finishing leh....,"Feb 22 2017, 01:02 PM"
Elmina by Sime Darby v2,Jasontee,"Hi, your ""EG"" here means?","Feb 22 2017, 01:07 PM"
Elmina by Sime Darby v2,utellme,EG means elmina gardens,"Feb 24 2017, 12:25 PM"
Elmina by Sime Darby v2,Mabuchiko,Elmina valley phase 3 here..nope haven't made any payment. any reason why?,"Feb 24 2017, 03:10 PM"
Elmina by Sime Darby v2,adnantarmizi,Tq for responding. Just to make sure no issue with my bank. Dont want to pay any penalty to SD.,"Feb 24 2017, 04:13 PM"
Elmina by Sime Darby v2,anulus81,"Dont worry, myself Ev2, has not pay any single sen..","Feb 24 2017, 07:35 PM"
Elmina by Sime Darby v2,meonkutu11,Which phase boss? Mine haven't finished first round yet but so far so good. Found some hollow tiles in the kitchen.,"Feb 26 2017, 12:52 AM"
Elmina by Sime Darby v2,utellme,"I think SDP still not settled the MOT duty yet, therefore bank will not release the progress claims to SDP. This is normal for SDP. Last time, b4 my house got VP, I only made 8.5 months progress payments only.Now, new phase launching SDP don't offer free mot, they just offer 2% rebate.","Feb 27 2017, 11:04 AM"
Elmina by Sime Darby v2,swn525,"same with my case, leaking & leaking","Feb 27 2017, 02:07 PM"
Elmina by Sime Darby v2,Jasontee,Wah..I will get my key soon leh. Can share normally which part always leaking?,"Feb 27 2017, 02:25 PM"
Elmina by Sime Darby v2,swn525,"car porch, recently new area is second floor bedroom","Feb 27 2017, 03:58 PM"
Elmina by Sime Darby v2,Jasontee,"Thanks Bro, Will take care when collect my key.","Feb 27 2017, 04:32 PM"
Elmina by Sime Darby v2,ryioz,Nope.. not yet...banker said myb around march,"Feb 27 2017, 05:21 PM"
Elmina by Sime Darby v2,elmond,"Elmina GreenMBSA/OSC/S/SEK.U17/0010/2017 : CADANGAN MEMBINA DAN MENYIAPKAN 211 UNIT RUMAH TERES 2 TINGKAT (FASA EG1B) DI ATAS SEBAHAGIAN LOT 2132, SEKSYEN U17, 40160 SHAH ALAM oleh SIME DARBY ELMINA DEVELOPMENT SDN. BHD. di Majlis Bandaraya Shah AlamMBSA/OSC/S/SEK.U17/0007/2017 ( ) : CADANGAN MEMBINA DAN MENYIAPKAN 187 UNIT RUMAH TERES 2 TINGKAT (FASA EG1A DAN KAWASAN REKREASI DI ATAS SEBAHAGIAN LOT 2132, SEKSYEN U17, ELMINA WEST, 40160 SHAH ALAM, SELANGOR DARUL EHSAN UNTUK TETUAN SIME DARBY ELMINA DEVELOPMENT SDN BHD oleh SIME DARBY ELMINA DEVELOPMENT SDN BHD di Majlis Bandaraya Shah Alam","Feb 27 2017, 06:53 PM"
